clean_prefix,patch_prefix,clean_answer,patch_answer,case,be_conjugations_clean,be_conjugations_clean_tok,be_conjugations_patch,be_conjugations_patch_tok,clean_answer_logits,clean_answer_probs,clean_answer_rank,clean_be_conjugations_rank,clean_be_conjugations_logits_diff,clean_be_conjugations_probs,clean_be_conjugations_probs_diff,patch_answer_logits,patch_answer_probs,patch_answer_rank,patch_be_conjugations_rank,patch_be_conjugations_logits_diff,patch_be_conjugations_probs,patch_be_conjugations_probs_diff
The carpenters that the drivers inform,The carpenter that the drivers inform, have, has,plural_plural, are,708, is,603,24.90815544128418,0.008586588315665722,16,4,1.5821475982666016,0.05023248493671417,0.039908040314912796,24.39789581298828,0.004742973949760199,19,6,1.6379280090332031,0.04055451601743698,0.03267143294215202
The uncles that the executives forgive,The uncle that the executives forgive, go, goes,plural_plural, are,708, is,603,22.923765182495117,0.0007049321429803967,90,0,1.4123287200927734,0.13546118140220642,0.1024661660194397,21.904008865356445,0.0002745370438788086,125,0,2.4203720092773438,0.13024599850177765,0.11866862326860428
The lawyers that the skaters describe,The lawyer that the skaters describe, are, is,plural_plural, are,708, is,603,27.40784454345703,0.0839308425784111,2,2,4.14274787902832,0.0839308425784111,0.08259809017181396,26.440048217773438,0.03887166455388069,2,2,3.5351619720458984,0.03887166455388069,0.03773839771747589
The victim that the dancers visit,The victims that the dancers visit, has, have,singular_plural, is,603, are,708,26.670631408691406,0.02279648557305336,9,0,1.322113037109375,0.27767303586006165,0.20365333557128906,27.435434341430664,0.05117176100611687,2,0,4.797517776489258,0.39507967233657837,0.39182019233703613
The girl that the skater influences,The girls that the skater influences, has, have,singular_singular, is,603, are,708,26.499679565429688,0.023924266919493675,8,0,2.369783401489258,0.23754088580608368,0.2153305858373642,26.45676040649414,0.019930168986320496,10,0,1.5986194610595703,0.2615503668785095,0.20867130160331726
The farmers that the architects visit,The farmer that the architects visit, are, is,plural_plural, are,708, is,603,29.35161781311035,0.3211281895637512,0,0,5.246776580810547,0.3211281895637512,0.3194376230239868,29.310197830200195,0.32450857758522034,0,0,4.04340934753418,0.32450857758522034,0.31881749629974365
The boy that the guards call,The boys that the guards call, does, do,singular_plural, is,603, are,708,12.88801097869873,1.0848266640550719e-07,5814,17,3.4633445739746094,0.003038954921066761,0.002943760249763727,18.155376434326172,1.5378047464764677e-05,572,11,2.6648826599121094,0.00712500000372529,0.006629046518355608
The lawyer that the drivers describe,The lawyers that the drivers describe, goes, go,singular_plural, is,603, are,708,20.62311363220215,0.0001221051934408024,87,2,3.433063507080078,0.03930871933698654,0.03803952410817146,21.450305938720703,0.00021396180090960115,106,2,3.7798938751220703,0.09927017241716385,0.09700431674718857
The guy that the parent protects,The guys that the parent protects, has, have,singular_singular, is,603, are,708,26.217607498168945,0.016943886876106262,8,0,3.6057815551757812,0.21276052296161652,0.2069806307554245,25.613967895507812,0.009388677775859833,20,0,0.8082695007324219,0.1485922485589981,0.08237529546022415
The uncle that the skaters describe,The uncles that the skaters describe, has, have,singular_plural, is,603, are,708,25.977432250976562,0.017559098079800606,5,2,3.475637435913086,0.13699117302894592,0.13275237381458282,26.841045379638672,0.031043410301208496,4,0,4.646312713623047,0.23469574749469757,0.23244339227676392
The carpenters that the skaters forgive,The carpenter that the skaters forgive, go, goes,plural_plural, are,708, is,603,22.303634643554688,0.0003550555557012558,119,0,1.0922813415527344,0.10099469125270844,0.06711598485708237,22.70310401916504,0.0005204553599469364,104,0,2.7105579376220703,0.14790509641170502,0.13806945085525513
The doctors that the minister hates,The doctor that the minister hates, do, does,plural_singular, are,708, is,603,24.514060974121094,0.0036683324724435806,26,0,1.9164237976074219,0.2216389775276184,0.1890287548303604,23.35472869873047,0.0013509265845641494,52,0,5.952526092529297,0.17103931307792664,0.1705947369337082
The kids that the executives influence,The kid that the executives influence, have, has,plural_plural, are,708, is,603,27.55895233154297,0.04287150129675865,5,0,2.6183414459228516,0.25556090474128723,0.2369244545698166,25.88182830810547,0.012159294448792934,16,2,1.212392807006836,0.0974079966545105,0.06843061745166779
The victim that the parents like,The victims that the parents like, does, do,singular_plural, is,603, are,708,21.891525268554688,0.00035415199818089604,87,2,1.7383232116699219,0.044324930757284164,0.03653194382786751,22.52264404296875,0.0006478153518401086,56,4,1.6657161712646484,0.027158968150615692,0.022024422883987427
The lawyer that the skaters forgive,The lawyers that the skaters forgive, goes, go,singular_plural, is,603, are,708,22.802146911621094,0.0006005228497087955,89,0,3.023435592651367,0.1343740075826645,0.1278388798236847,22.761754989624023,0.0006372539210133255,93,0,1.047201156616211,0.11689046770334244,0.07587143778800964
The doctors that the minister follows,The doctor that the minister follows, are, is,plural_singular, are,708, is,603,29.22069549560547,0.3229123055934906,0,0,2.317384719848633,0.3229123055934906,0.29109546542167664,29.284934997558594,0.34668076038360596,0,0,5.925241470336914,0.34668076038360596,0.3457547128200531
The athletes that the parents hate,The athlete that the parents hate, are, is,plural_plural, are,708, is,603,27.944360733032227,0.10423242300748825,2,2,1.7780990600585938,0.10423242300748825,0.08662141859531403,27.268596649169922,0.08477011322975159,3,3,3.5674819946289062,0.08477011322975159,0.08237732201814651
The kid that the drivers describe,The kids that the drivers describe, is, are,singular_plural, is,603, are,708,26.997724533081055,0.06283257901668549,1,1,2.5347251892089844,0.06283257901668549,0.05785099044442177,28.408084869384766,0.19685286283493042,1,1,2.8999156951904297,0.19685286283493042,0.18602046370506287
The lawyers that the skaters inform,The lawyer that the skaters inform, are, is,plural_plural, are,708, is,603,26.879011154174805,0.0841083973646164,3,3,2.4703903198242188,0.0841083973646164,0.07699687778949738,26.736530303955078,0.057578690350055695,4,4,2.4112930297851562,0.057578690350055695,0.052413925528526306
The aunts that the executive protects,The aunt that the executive protects, have, has,plural_singular, are,708, is,603,26.78473472595215,0.029826395213603973,6,0,2.3699092864990234,0.22593525052070618,0.20481273531913757,27.44737434387207,0.05808534845709801,2,0,5.718122482299805,0.24633298814296722,0.2455235719680786
The farmers that the minister forgives,The farmer that the minister forgives, are, is,plural_singular, are,708, is,603,28.66679573059082,0.23608839511871338,0,0,3.002889633178711,0.23608839511871338,0.224368155002594,28.45005226135254,0.19369105994701385,0,0,3.578420639038086,0.19369105994701385,0.18828324973583221
The poet that the dancers protect,The poets that the dancers protect, is, are,singular_plural, is,603, are,708,29.00372314453125,0.27638036012649536,0,0,2.1254520416259766,0.27638036012649536,0.24338635802268982,29.039167404174805,0.31344982981681824,0,0,3.6674938201904297,0.31344982981681824,0.3054441809654236
The mothers that the chef likes,The mother that the chef likes, are, is,plural_singular, are,708, is,603,27.317405700683594,0.07515056431293488,2,2,1.4986934661865234,0.07515056431293488,0.05836028605699539,28.03301239013672,0.1309431493282318,1,1,5.217784881591797,0.1309431493282318,0.1302335262298584
The doctor that the ministers hate,The doctors that the ministers hate, has, have,singular_plural, is,603, are,708,25.972610473632812,0.017731569707393646,11,0,3.5539188385009766,0.13360877335071564,0.1297859251499176,25.84023094177246,0.015548686496913433,11,0,1.8704242706298828,0.15440380573272705,0.13061662018299103
The kids that the ministers like,The kid that the ministers like, go, goes,plural_plural, are,708, is,603,24.735393524169922,0.0032055331394076347,27,1,1.9544620513916016,0.10275746136903763,0.0882028266787529,22.361454010009766,0.0003434312529861927,87,2,2.248798370361328,0.058632224798202515,0.052445001900196075
The lawyer that the minister calls,The lawyers that the minister calls, does, do,singular_singular, is,603, are,708,20.625261306762695,0.00012745805724989623,120,9,2.6562728881835938,0.02682904526591301,0.024945393204689026,20.07323455810547,0.00010153971379622817,178,10,2.559589385986328,0.029977936297655106,0.027659548446536064
The farmers that the dancers protect,The farmer that the dancers protect, go, goes,plural_plural, are,708, is,603,23.644704818725586,0.0011629089713096619,59,0,3.8867759704589844,0.34875380992889404,0.3416003882884979,23.278133392333984,0.0007945549441501498,67,0,2.373231887817383,0.31858062744140625,0.2888955771923065
The man that the executive calls,The men that the executive calls, is, are,singular_singular, is,603, are,708,24.254165649414062,0.005226357840001583,19,19,3.252805709838867,0.005226357840001583,0.005024277605116367,24.92342758178711,0.012611701153218746,12,12,2.9913101196289062,0.012611701153218746,0.011978321708738804
The girl that the chefs call,The girls that the chefs call, has, have,singular_plural, is,603, are,708,19.350370407104492,7.459285552613437e-05,342,14,3.990398406982422,0.006585302297025919,0.006463524419814348,20.65066909790039,0.0002374839095864445,122,17,1.8194656372070312,0.008811408653855324,0.007382970303297043
The uncle that the parents like,The uncles that the parents like, is, are,singular_plural, is,603, are,708,27.31694221496582,0.14036977291107178,1,1,3.7890262603759766,0.14036977291107178,0.1371949464082718,26.957660675048828,0.14337614178657532,1,1,1.7403030395507812,0.14337614178657532,0.118218332529068
The carpenters that the skater hates,The carpenter that the skater hates, have, has,plural_singular, are,708, is,603,24.932758331298828,0.006135989911854267,21,1,0.396697998046875,0.09995400905609131,0.03273123502731323,25.452167510986328,0.011991212144494057,14,1,5.043516159057617,0.13150222599506378,0.13065390288829803
The guys that the architect informs,The guy that the architect informs, do, does,plural_singular, are,708, is,603,22.44296646118164,0.000595714314840734,64,5,1.4700679779052734,0.05401292070746422,0.041594818234443665,20.87887191772461,0.00014587398618459702,159,7,2.437835693359375,0.02806187979876995,0.025610683485865593
The father that the chefs call,The fathers that the chefs call, goes, go,singular_plural, is,603, are,708,15.767910957336426,4.686651209340198e-06,936,21,5.314506530761719,0.00843283161520958,0.008391344919800758,18.15082550048828,2.907143243646715e-05,343,7,2.4133052825927734,0.02780720964074135,0.02531793713569641
The teachers that the assistant informs,The teacher that the assistant informs, have, has,plural_singular, are,708, is,603,24.9803466796875,0.0076889279298484325,15,5,1.573648452758789,0.04863353818655014,0.038552410900592804,24.557538986206055,0.004988732747733593,17,5,2.926776885986328,0.034704312682151794,0.03284522145986557
The lawyer that the chefs protect,The lawyers that the chefs protect, goes, go,singular_plural, is,603, are,708,23.385311126708984,0.000978035037405789,68,0,3.038545608520508,0.1907021403312683,0.18156665563583374,23.683719635009766,0.0013160302769392729,65,0,3.8184680938720703,0.31509679555892944,0.30817681550979614
The athletes that the skater influences,The athlete that the skater influences, go, goes,plural_singular, are,708, is,603,23.38922691345215,0.0008658525184728205,82,0,1.8244247436523438,0.2424342781305313,0.20332710444927216,22.15440559387207,0.00038590829353779554,102,1,2.432252883911133,0.17816418409347534,0.16251447796821594
The men that the minister forgives,The man that the minister forgives, are, is,plural_singular, are,708, is,603,28.95612144470215,0.2700652778148651,0,0,2.028512954711914,0.2700652778148651,0.2345433235168457,28.780349731445312,0.21732226014137268,0,0,4.011341094970703,0.21732226014137268,0.21338674426078796
The friend that the driver likes,The friends that the driver likes, goes, go,singular_singular, is,603, are,708,22.086610794067383,0.00045202052569948137,70,2,4.388446807861328,0.11047400534152985,0.10910192131996155,22.172584533691406,0.0006100700120441616,56,1,1.307373046875,0.10622676461935043,0.07748925685882568
The victims that the parents visit,The victim that the parents visit, have, has,plural_plural, are,708, is,603,27.205472946166992,0.04033684358000755,2,0,3.950357437133789,0.4140976071357727,0.40612712502479553,26.47099494934082,0.01875227689743042,11,0,2.163969039916992,0.2665395140647888,0.23592257499694824
The teachers that the dancer describes,The teacher that the dancer describes, do, does,plural_singular, are,708, is,603,25.088359832763672,0.005342083517462015,11,1,2.837129592895508,0.22171784937381744,0.20872659981250763,24.856050491333008,0.00442694965749979,16,1,5.485023498535156,0.2805090844631195,0.27934542298316956
The poets that the guard influences,The poet that the guard influences, have, has,plural_singular, are,708, is,603,26.473716735839844,0.02357991226017475,7,0,2.259815216064453,0.30321836471557617,0.2715715169906616,25.647003173828125,0.012143990024924278,14,0,3.429868698120117,0.31984978914260864,0.3094894587993622
The men that the chefs influence,The man that the chefs influence, go, goes,plural_plural, are,708, is,603,23.27520751953125,0.0007969348807819188,77,0,1.8607292175292969,0.24126751720905304,0.20373615622520447,22.54376983642578,0.0005005733692087233,99,1,2.3940677642822266,0.14513014256954193,0.13188590109348297
The woman that the skater protects,The women that the skater protects, has, have,singular_singular, is,603, are,708,25.98472023010254,0.017018264159560204,12,0,5.082441329956055,0.23673541843891144,0.2352665364742279,25.85625457763672,0.013163858093321323,12,0,0.9783592224121094,0.2106161117553711,0.13143974542617798
The lawyers that the chefs protect,The lawyer that the chefs protect, are, is,plural_plural, are,708, is,603,29.16197967529297,0.31509679555892944,0,0,3.8184680938720703,0.31509679555892944,0.30817681550979614,28.658233642578125,0.1907021403312683,0,0,3.038545608520508,0.1907021403312683,0.18156665563583374
The girls that the executives describe,The girl that the executives describe, have, has,plural_plural, are,708, is,603,25.009700775146484,0.008941964246332645,5,1,2.525259017944336,0.10650452226400375,0.09798015654087067,24.354463577270508,0.005440227221697569,6,1,2.6957664489746094,0.04793410003185272,0.04469899833202362
The victims that the architect hates,The victim that the architect hates, are, is,plural_singular, are,708, is,603,28.273799896240234,0.2257830947637558,0,0,1.7051506042480469,0.2257830947637558,0.18474814295768738,27.84564971923828,0.17379194498062134,1,1,3.855131149291992,0.17379194498062134,0.17011262476444244
The fathers that the architects describe,The father that the architects describe, have, has,plural_plural, are,708, is,603,26.789260864257812,0.02992488257586956,5,1,4.6160736083984375,0.2357027232646942,0.23337125778198242,25.644704818725586,0.013382181525230408,5,2,3.669353485107422,0.14202210307121277,0.13840153813362122
The kid that the executives inform,The kids that the executives inform, goes, go,singular_plural, is,603, are,708,20.13506317138672,9.494080586591735e-05,163,5,1.6975784301757812,0.04009890928864479,0.032755739986896515,21.14116096496582,0.0002678553282748908,100,4,1.3893051147460938,0.054438646882772446,0.04086989909410477
The mother that the skaters hate,The mothers that the skaters hate, does, do,singular_plural, is,603, are,708,21.634597778320312,0.00019571003213059157,123,1,3.4026412963867188,0.11799731105566025,0.11406974494457245,23.093257904052734,0.0009805052541196346,55,1,1.7067546844482422,0.14993342757225037,0.12272745370864868
The carpenter that the architect visits,The carpenters that the architect visits, is, are,singular_singular, is,603, are,708,29.12211036682129,0.27651646733283997,0,0,5.499311447143555,0.27651646733283997,0.27538561820983887,29.2664794921875,0.3269667625427246,0,0,3.553497314453125,0.3269667625427246,0.3176075518131256
The uncle that the ministers hate,The uncles that the ministers hate, goes, go,singular_plural, is,603, are,708,21.283544540405273,0.0002334218006581068,112,1,3.62847900390625,0.1366385966539383,0.13300994038581848,21.406517028808594,0.00033562551834620535,93,1,1.4753379821777344,0.14154545962810516,0.10917381197214127
The uncles that the dancers protect,The uncle that the dancers protect, go, goes,plural_plural, are,708, is,603,22.849641799926758,0.0005289647378958762,86,0,3.7495498657226562,0.24047453701496124,0.2348165661096573,22.57757568359375,0.00039418379310518503,106,0,3.1147918701171875,0.19295181334018707,0.18438711762428284
The poets that the dancers praise,The poet that the dancers praise, go, goes,plural_plural, are,708, is,603,23.960405349731445,0.0013848295202478766,53,0,3.965534210205078,0.2927563190460205,0.2872062623500824,23.64695930480957,0.001053227111697197,54,0,2.540895462036133,0.3182406425476074,0.29316461086273193
The boys that the dancers praise,The boy that the dancers praise, go, goes,plural_plural, are,708, is,603,23.7034969329834,0.0011393558233976364,63,0,2.5592784881591797,0.2407551109790802,0.2221301645040512,23.420040130615234,0.0008435212657786906,69,1,2.903839111328125,0.2030843049287796,0.19195276498794556
The victim that the guard forgives,The victims that the guard forgives, has, have,singular_singular, is,603, are,708,26.42856788635254,0.01757541485130787,10,0,4.490915298461914,0.2308497279882431,0.2282618135213852,26.155946731567383,0.016642965376377106,10,0,1.6525096893310547,0.26834219694137573,0.21693627536296844
The athlete that the parent protects,The athletes that the parent protects, is, are,singular_singular, is,603, are,708,28.391956329345703,0.17328645288944244,0,0,4.676235198974609,0.17328645288944244,0.17167246341705322,28.490747451782227,0.1596807837486267,0,0,1.298431396484375,0.1596807837486267,0.11609438061714172
The kid that the ministers inform,The kids that the ministers inform, does, do,singular_plural, is,603, are,708,21.87601089477539,0.00032873495365493,91,4,1.5767040252685547,0.060462407767772675,0.047967541962862015,22.306716918945312,0.0006876953411847353,70,3,2.028989791870117,0.07648704200983047,0.066431425511837
The kid that the skaters hate,The kids that the skaters hate, goes, go,singular_plural, is,603, are,708,22.971118927001953,0.0005027964944019914,79,1,3.195138931274414,0.12645958364009857,0.12127969413995743,23.104341506958008,0.0006994525319896638,76,0,1.246307373046875,0.17565345764160156,0.12514172494411469
The lawyers that the chefs hate,The lawyer that the chefs hate, are, is,plural_plural, are,708, is,603,27.4415225982666,0.07504883408546448,4,4,0.6995716094970703,0.07504883408546448,0.037764713168144226,28.237533569335938,0.11766890436410904,1,1,4.38743782043457,0.11766890436410904,0.11620598286390305
The teacher that the drivers hate,The teachers that the drivers hate, has, have,singular_plural, is,603, are,708,25.38899803161621,0.010294628329575062,14,1,3.4072494506835938,0.15651042759418488,0.15132489800453186,24.985090255737305,0.008787193335592747,13,1,1.6329822540283203,0.20118698477745056,0.16188588738441467
The doctors that the chefs follow,The doctor that the chefs follow, have, has,plural_plural, are,708, is,603,27.755939483642578,0.06804586201906204,1,0,3.4683971405029297,0.381644606590271,0.36974990367889404,27.525846481323242,0.047888487577438354,4,0,3.0855941772460938,0.3240441083908081,0.3092343509197235
The farmer that the dancer influences,The farmers that the dancer influences, has, have,singular_singular, is,603, are,708,27.122236251831055,0.042627282440662384,5,0,4.154756546020508,0.3055840730667114,0.30078956484794617,27.446550369262695,0.045450400561094284,3,0,2.2619400024414062,0.2966934144496918,0.2657933235168457
The athletes that the driver follows,The athlete that the driver follows, do, does,plural_singular, are,708, is,603,25.411170959472656,0.0062005845829844475,25,0,2.7974319458007812,0.2981199622154236,0.27994465827941895,25.283620834350586,0.00594304921105504,25,0,4.287940979003906,0.3222941756248474,0.31786805391311646
The uncle that the skaters forgive,The uncles that the skaters forgive, goes, go,singular_plural, is,603, are,708,23.067960739135742,0.0007429734687320888,79,0,2.730457305908203,0.14072467386722565,0.13155090808868408,22.633520126342773,0.0005380370421335101,94,0,1.6107025146484375,0.11959971487522125,0.09571000188589096
The uncles that the driver follows,The uncle that the driver follows, go, goes,plural_singular, are,708, is,603,23.773893356323242,0.0014117428800091147,61,0,2.4036502838134766,0.33078011870384216,0.3008817434310913,23.676189422607422,0.001186292851343751,66,0,4.30418586730957,0.2685543894767761,0.2649257183074951
The teachers that the dancers hate,The teacher that the dancers hate, have, has,plural_plural, are,708, is,603,25.223007202148438,0.008916504681110382,15,1,1.7118778228759766,0.18604347109794617,0.15245769917964935,25.6499080657959,0.012445756234228611,14,1,3.444915771484375,0.1684984713792801,0.16312211751937866
The carpenter that the skaters forgive,The carpenters that the skaters forgive, goes, go,singular_plural, is,603, are,708,22.70310401916504,0.0005204553599469364,104,0,2.7105579376220703,0.14790509641170502,0.13806945085525513,22.303634643554688,0.0003550555557012558,119,0,1.0922813415527344,0.10099469125270844,0.06711598485708237
The victim that the ministers hate,The victims that the ministers hate, does, do,singular_plural, is,603, are,708,21.9027042388916,0.0003822297148872167,81,0,2.617086410522461,0.17139025032520294,0.15887613594532013,23.744613647460938,0.002517377259209752,32,0,2.391387939453125,0.2307831346988678,0.20966587960720062
The girls that the parents influence,The girl that the parents influence, do, does,plural_plural, are,708, is,603,24.030597686767578,0.0019643756095319986,43,1,2.047161102294922,0.17028765380382538,0.14830337464809418,21.991579055786133,0.0003776372177526355,96,2,1.1733283996582031,0.08707871288061142,0.060142166912555695
The uncles that the dancer hates,The uncle that the dancer hates, are, is,plural_singular, are,708, is,603,27.394756317138672,0.11486878246068954,1,1,1.2881832122802734,0.11486878246068954,0.08319126069545746,27.521987915039062,0.13089744746685028,1,1,6.2783355712890625,0.13089744746685028,0.1306518167257309
The women that the chef influences,The woman that the chef influences, have, has,plural_singular, are,708, is,603,26.699296951293945,0.022023500874638557,8,0,1.3607177734375,0.23257295787334442,0.17292343080043793,26.030344009399414,0.01470818743109703,14,1,2.1827964782714844,0.12275592982769012,0.10891816020011902
The guy that the dancer hates,The guys that the dancer hates, does, do,singular_singular, is,603, are,708,24.35395050048828,0.002077119890600443,45,0,5.40008544921875,0.3054671585559845,0.3040876090526581,24.103212356567383,0.0015063669998198748,52,0,0.5195846557617188,0.15328827500343323,0.06211737543344498
The kids that the parent forgives,The kid that the parent forgives, do, does,plural_singular, are,708, is,603,25.94505500793457,0.011082355864346027,14,0,1.755514144897461,0.19250260293483734,0.15923461318016052,25.335006713867188,0.005717945285141468,28,0,4.206277847290039,0.18989557027816772,0.18706579506397247
The singers that the executives praise,The singer that the executives praise, go, goes,plural_plural, are,708, is,603,23.24496841430664,0.0006406442262232304,84,0,2.6346206665039062,0.20921608805656433,0.1942056268453598,22.731651306152344,0.00039690660196356475,98,0,2.447572708129883,0.15912462770938873,0.1453598290681839
The mothers that the architect protects,The mother that the architect protects, are, is,plural_singular, are,708, is,603,28.974498748779297,0.2629506289958954,0,0,3.152923583984375,0.2629506289958954,0.2517155408859253,28.683055877685547,0.2125595211982727,0,0,4.65904426574707,0.2125595211982727,0.2105454057455063
The girl that the dancer forgives,The girls that the dancer forgives, does, do,singular_singular, is,603, are,708,24.723831176757812,0.0034129188861697912,37,0,4.548160552978516,0.17451462149620056,0.17266710102558136,25.157392501831055,0.005068805068731308,31,0,1.106344223022461,0.1613292694091797,0.10796704143285751
The boy that the parents protect,The boys that the parents protect, goes, go,singular_plural, is,603, are,708,21.581701278686523,0.00013659120304509997,159,0,2.550342559814453,0.118134044110775,0.10891310125589371,23.248010635375977,0.0006719068624079227,98,0,1.9684314727783203,0.1525585800409317,0.13124984502792358
The woman that the guards follow,The women that the guards follow, does, do,singular_plural, is,603, are,708,24.250879287719727,0.0021449935156852007,45,0,2.2059688568115234,0.2857244908809662,0.25425371527671814,25.134824752807617,0.004829109646379948,31,0,2.6639442443847656,0.33215823769569397,0.30901581048965454
The victim that the skater forgives,The victims that the skater forgives, is, are,singular_singular, is,603, are,708,28.9544677734375,0.2272104024887085,0,0,4.578283309936523,0.2272104024887085,0.22487637400627136,28.899368286132812,0.26364004611968994,0,0,1.8066329956054688,0.26364004611968994,0.22034874558448792
The victim that the assistant forgives,The victims that the assistant forgives, does, do,singular_singular, is,603, are,708,25.378597259521484,0.007254239171743393,22,0,4.150632858276367,0.23489226400852203,0.23119166493415833,25.526111602783203,0.011171410791575909,14,0,2.2503814697265625,0.2809227705001831,0.25132501125335693
The mothers that the driver influences,The mother that the driver influences, have, has,plural_singular, are,708, is,603,26.960838317871094,0.02855803072452545,7,0,2.2914905548095703,0.23247748613357544,0.20897038280963898,26.2733097076416,0.017404522746801376,9,1,2.795797348022461,0.14302602410316467,0.13429197669029236
The father that the chef protects,The fathers that the chef protects, goes, go,singular_singular, is,603, are,708,23.059255599975586,0.0006747935549356043,81,0,4.821523666381836,0.22339370846748352,0.22159437835216522,23.328170776367188,0.0009449458448216319,76,0,2.425294876098633,0.2786952555179596,0.2540440857410431
The kid that the minister visits,The kids that the minister visits, does, do,singular_singular, is,603, are,708,24.797266006469727,0.003403709502890706,29,0,4.66386604309082,0.2809441387653351,0.2782948613166809,25.61902618408203,0.008010968565940857,16,0,3.296276092529297,0.36256060004234314,0.3491383194923401
The farmers that the dancers visit,The farmer that the dancers visit, have, has,plural_plural, are,708, is,603,28.030372619628906,0.0801028162240982,1,0,5.777427673339844,0.34820106625556946,0.34712278842926025,27.68018913269043,0.060857973992824554,2,0,2.866975784301758,0.35106080770492554,0.33109575510025024
The mothers that the architects like,The mother that the architects like, go, goes,plural_plural, are,708, is,603,19.563034057617188,5.4221582104219124e-05,242,6,1.7222976684570312,0.02269366756081581,0.018639326095581055,19.948368072509766,6.597417814191431e-05,168,5,2.143077850341797,0.020101530477404594,0.017743755131959915
The girl that the minister hates,The girls that the minister hates, is, are,singular_singular, is,603, are,708,28.652393341064453,0.19210724532604218,0,0,5.41242790222168,0.19210724532604218,0.1912502944469452,28.842361450195312,0.2122979462146759,0,0,1.429269790649414,0.2122979462146759,0.16145603358745575
The singer that the dancer protects,The singers that the dancer protects, has, have,singular_singular, is,603, are,708,26.63701057434082,0.029627954587340355,7,0,5.374025344848633,0.25039926171302795,0.24923855066299438,26.585067749023438,0.024331025779247284,9,0,2.290742874145508,0.2911205291748047,0.26166167855262756
The singers that the drivers inform,The singer that the drivers inform, go, goes,plural_plural, are,708, is,603,20.3421630859375,9.092536492971703e-05,148,5,1.7867145538330078,0.05408768728375435,0.0450274795293808,20.39929962158203,0.00010518929047975689,136,5,2.3691139221191406,0.057653024792671204,0.052258800715208054
The poets that the driver hates,The poet that the driver hates, do, does,plural_singular, are,708, is,603,24.04071617126465,0.001993791200220585,43,0,1.7182941436767578,0.16871924698352814,0.13845576345920563,22.815427780151367,0.000678368320222944,68,0,4.443000793457031,0.1900661289691925,0.1878308355808258
The poets that the driver hates,The poet that the driver hates, have, has,plural_singular, are,708, is,603,25.608840942382812,0.009565498679876328,15,0,1.7182941436767578,0.16871924698352814,0.13845576345920563,25.51441764831543,0.01008374709635973,15,0,4.443000793457031,0.1900661289691925,0.1878308355808258
The father that the executives inform,The fathers that the executives inform, does, do,singular_plural, is,603, are,708,20.942537307739258,0.000170254148542881,141,4,2.4774169921875,0.05140690878033638,0.047090794891119,21.313472747802734,0.0002941622515209019,99,7,1.1250495910644531,0.044466935098171234,0.030031349509954453
The friends that the skaters like,The friend that the skaters like, do, does,plural_plural, are,708, is,603,22.121875762939453,0.0004541881789918989,76,2,1.4159717559814453,0.05298994854092598,0.04012983292341232,21.277795791625977,0.00016856484580785036,108,2,2.7456283569335938,0.05601077154278755,0.052414435893297195
The poets that the assistants protect,The poet that the assistants protect, are, is,plural_plural, are,708, is,603,29.031078338623047,0.3441615700721741,0,0,4.112613677978516,0.3441615700721741,0.3385293781757355,28.824649810791016,0.26587721705436707,0,0,2.061765670776367,0.26587721705436707,0.23204989731311798
The athletes that the chef follows,The athlete that the chef follows, go, goes,plural_singular, are,708, is,603,23.722265243530273,0.0010236778762191534,79,0,2.9267921447753906,0.2625628411769867,0.24849770963191986,23.51313018798828,0.0009420241112820804,71,0,4.23912239074707,0.2670161724090576,0.26316574215888977
The doctors that the architect calls,The doctor that the architect calls, go, goes,plural_singular, are,708, is,603,19.377286911010742,3.946899596485309e-05,232,6,2.3904800415039062,0.05372590571641922,0.04880538210272789,19.27729034423828,4.0601920773042366e-05,246,4,4.3961334228515625,0.06777747720479965,0.06694212555885315
The aunt that the assistant calls,The aunts that the assistant calls, is, are,singular_singular, is,603, are,708,27.894641876220703,0.16754813492298126,0,0,5.556135177612305,0.16754813492298126,0.16690078377723694,28.013011932373047,0.16917753219604492,0,0,2.7160415649414062,0.16917753219604492,0.1579888015985489
The boy that the parent visits,The boys that the parent visits, does, do,singular_singular, is,603, are,708,25.026897430419922,0.00453704921528697,31,0,3.815603256225586,0.24324597418308258,0.2378886193037033,25.127208709716797,0.0066130440682172775,23,0,1.7359657287597656,0.228260800242424,0.18803441524505615
The uncle that the executives follow,The uncles that the executives follow, has, have,singular_plural, is,603, are,708,26.4527645111084,0.022844040766358376,9,0,2.547311782836914,0.2378760576248169,0.2192523032426834,26.67767333984375,0.030423592776060104,5,0,2.5639305114746094,0.3066503405570984,0.28303781151771545
The mother that the skater informs,The mothers that the skater informs, is, are,singular_singular, is,603, are,708,26.56295394897461,0.05218534916639328,4,4,4.202720642089844,0.05218534916639328,0.0514049269258976,26.775524139404297,0.06969639658927917,3,3,1.6596260070800781,0.06969639658927917,0.056439436972141266
The men that the parent praises,The man that the parent praises, have, has,plural_singular, are,708, is,603,26.197494506835938,0.015279924497008324,10,0,1.5875282287597656,0.2088443636894226,0.1661502569913864,25.813600540161133,0.01291831023991108,12,0,3.8730239868164062,0.20417742431163788,0.19993147253990173
The carpenters that the architects like,The carpenter that the architects like, go, goes,plural_plural, are,708, is,603,22.193323135375977,0.0004545992997009307,92,1,1.8197250366210938,0.06371825933456421,0.05339141935110092,21.76527214050293,0.0002935338416136801,100,1,2.0472793579101562,0.05739538371562958,0.04998646676540375
